Participant #,Time,Group,Survey,Response,Question
11,Pre,Experimental,FES,4,1
11,Pre,Experimental,FES,3,2
11,Pre,Experimental,FES,4,3
11,Pre,Experimental,FES,4,4
11,Pre,Experimental,FES,3,5
11,Pre,Experimental,FES,4,6
11,Pre,Experimental,FES,3,7
11,Pre,Experimental,FES,1,8
11,Pre,Experimental,FES,4,9
11,Pre,Experimental,FES,3,10
11,Pre,Experimental,FES,3,11
11,Pre,Experimental,FES,4,12
11,Pre,Experimental,FES,3,13
11,Pre,Experimental,FES,3,14
11,Pre,Experimental,FES,3,15
11,Pre,Experimental,FES,3,16
11,Pre,Experimental,FES,5,17
11,Pre,Experimental,FES,4,18
11,Pre,Experimental,FES,3,19
11,Pre,Experimental,FES,1,20
11,Pre,Experimental,FES,3,21
11,Pre,Experimental,FES,2,22
11,Pre,Experimental,FES,3,23
11,Pre,Experimental,FES,3,24
11,Pre,Experimental,FES,5,25
11,Pre,Experimental,FES,4,26
11,Pre,Experimental,FES,4,27
11,Pre,Experimental,FES,4,28
11,Pre,Experimental,FES,4,29
11,Pre,Experimental,FES,4,30
11,Pre,Experimental,FES,3,31
11,Pre,Experimental,FES,3,32
11,Pre,Experimental,FES,4,33
11,Pre,Experimental,FES,5,34
11,Pre,Experimental,SCS,2,1
11,Pre,Experimental,SCS,2,2
11,Pre,Experimental,SCS,3,3
11,Pre,Experimental,SCS,4,4
11,Pre,Experimental,SCS,4,5
11,Pre,Experimental,SCS,1,6
11,Pre,Experimental,SCS,2,7
11,Pre,Experimental,FPPS,4,1
11,Pre,Experimental,FPPS,4,2
11,Pre,Experimental,FPPS,3,3
11,Pre,Experimental,FPPS,4,4
11,Pre,Experimental,FPPS,4,5
11,Pre,Experimental,FPPS,4,6
11,Pre,Experimental,FPPS,4,7
11,Pre,Experimental,FPPS,4,8
11,Pre,Experimental,FPPS,4,9
11,Pre,Experimental,FPPS,4,10
11,Pre,Experimental,FPPS,3,11
11,Pre,Experimental,FPPS,4,12
11,Pre,Experimental,FPPS,4,13
11,Pre,Experimental,FPPS,4,14
11,Pre,Experimental,FPPS,4,15
11,Pre,Experimental,FPPS,3,16
11,Pre,Experimental,FPPS,4,17
11,Pre,Experimental,FPPS,4,18
11,Pre,Experimental,SEAS,4,1
11,Pre,Experimental,SEAS,4,2
11,Pre,Experimental,SEAS,4,3
11,Pre,Experimental,SEAS,4,4
11,Pre,Experimental,SEAS,5,5
11,Pre,Experimental,SEAS,4,6
11,Pre,Experimental,SEAS,5,7
11,Pre,Experimental,SEAS,5,8
11,Pre,Experimental,SEAS,4,9
11,Pre,Experimental,SEAS,4,10
12,Pre,Experimental,FACES,1,1
12,Pre,Experimental,FACES,5,2
12,Pre,Experimental,FACES,5,3
12,Pre,Experimental,FACES,4,4
12,Pre,Experimental,FACES,3,5
12,Pre,Experimental,FACES,3,6
12,Pre,Experimental,FACES,5,7
12,Pre,Experimental,AKS,5,1
12,Pre,Experimental,AKS,4,2
12,Pre,Experimental,AKS,1,3
12,Pre,Experimental,AKS,4,4
12,Pre,Experimental,AKS,1,5
12,Pre,Experimental,AKS,4,6
12,Pre,Experimental,AKS,1,7
12,Pre,Experimental,AKS,4,8
12,Pre,Experimental,AKS,1,9
12,Pre,Experimental,AKS,1,10
12,Pre,Experimental,AKS,2,11
12,Pre,Experimental,AKS,1,12
12,Pre,Experimental,AKS,5,13
12,Pre,Experimental,AKS,2,14
12,Pre,Experimental,AKS,3,15
12,Pre,Experimental,AKS,1,16
12,Pre,Experimental,AKS,4,17
12,Pre,Experimental,AKS,1,18
12,Pre,Experimental,AKS,3,19
12,Pre,Experimental,AKS,5,20
12,Pre,Experimental,AKS,4,21
12,Pre,Experimental,FES,3,1
12,Pre,Experimental,FES,5,2
12,Pre,Experimental,FES,5,3
12,Pre,Experimental,FES,5,4
12,Pre,Experimental,FES,4,5
12,Pre,Experimental,FES,5,6
12,Pre,Experimental,FES,5,7
12,Pre,Experimental,FES,1,8
12,Pre,Experimental,FES,5,9
12,Pre,Experimental,FES,1,10
12,Pre,Experimental,FES,4,11
12,Pre,Experimental,FES,4,12
12,Pre,Experimental,FES,5,13
12,Pre,Experimental,FES,1,14
12,Pre,Experimental,FES,3,15
12,Pre,Experimental,FES,4,16
12,Pre,Experimental,FES,5,17
12,Pre,Experimental,FES,5,18
12,Pre,Experimental,FES,5,19
12,Pre,Experimental,FES,1,20
12,Pre,Experimental,FES,4,21
12,Pre,Experimental,FES,1,22
12,Pre,Experimental,FES,3,23
12,Pre,Experimental,FES,3,24
12,Pre,Experimental,FES,5,25
12,Pre,Experimental,FES,5,26
12,Pre,Experimental,FES,5,27
12,Pre,Experimental,FES,5,28
12,Pre,Experimental,FES,5,29
12,Pre,Experimental,FES,4,30
12,Pre,Experimental,FES,5,31
12,Pre,Experimental,FES,4,32
12,Pre,Experimental,FES,4,33
12,Pre,Experimental,FES,5,34
12,Pre,Experimental,SCS,3,1
12,Pre,Experimental,SCS,4,2
12,Pre,Experimental,SCS,5,3
12,Pre,Experimental,SCS,5,4
12,Pre,Experimental,SCS,5,5
12,Pre,Experimental,SCS,4,6
12,Pre,Experimental,SCS,5,7
12,Pre,Experimental,FPPS,3,1
12,Pre,Experimental,FPPS,4,2
12,Pre,Experimental,FPPS,4,3
12,Pre,Experimental,FPPS,3,4
12,Pre,Experimental,FPPS,4,5
12,Pre,Experimental,FPPS,3,6
12,Pre,Experimental,FPPS,4,7
12,Pre,Experimental,FPPS,3,8
12,Pre,Experimental,FPPS,3,9
12,Pre,Experimental,FPPS,3,10
12,Pre,Experimental,FPPS,5,11
12,Pre,Experimental,FPPS,4,12
12,Pre,Experimental,FPPS,5,13
12,Pre,Experimental,FPPS,3,14
12,Pre,Experimental,FPPS,4,15
12,Pre,Experimental,FPPS,3,16
12,Pre,Experimental,FPPS,3,17
12,Pre,Experimental,FPPS,4,18
12,Pre,Experimental,SEAS,1,1
12,Pre,Experimental,SEAS,1,2
12,Pre,Experimental,SEAS,3,3
12,Pre,Experimental,SEAS,3,4
12,Pre,Experimental,SEAS,4,5
12,Pre,Experimental,SEAS,4,6
12,Pre,Experimental,SEAS,5,7
12,Pre,Experimental,SEAS,4,8
12,Pre,Experimental,SEAS,3,9
12,Pre,Experimental,SEAS,3,10
13,Pre,Control,FACES,4,1
13,Pre,Control,FACES,5,2
13,Pre,Control,FACES,5,3
13,Pre,Control,FACES,5,4
13,Pre,Control,FACES,5,5
13,Pre,Control,FACES,4,6
13,Pre,Control,FACES,5,7
13,Pre,Control,AKS,5,1
13,Pre,Control,AKS,1,2
13,Pre,Control,AKS,1,3
13,Pre,Control,AKS,4,4
13,Pre,Control,AKS,1,5
13,Pre,Control,AKS,3,6
13,Pre,Control,AKS,1,7
13,Pre,Control,AKS,4,8
13,Pre,Control,AKS,1,9
13,Pre,Control,AKS,1,10
13,Pre,Control,AKS,1,11
13,Pre,Control,AKS,4,12
13,Pre,Control,AKS,4,13
13,Pre,Control,AKS,3,14
13,Pre,Control,AKS,3,15
13,Pre,Control,AKS,1,16
13,Pre,Control,AKS,1,17
13,Pre,Control,AKS,3,18
13,Pre,Control,AKS,2,19
13,Pre,Control,AKS,4,20
13,Pre,Control,AKS,4,21
13,Pre,Control,FES,5,1
13,Pre,Control,FES,4,2
13,Pre,Control,FES,5,3
13,Pre,Control,FES,5,4
13,Pre,Control,FES,4,5
13,Pre,Control,FES,5,6
13,Pre,Control,FES,4,7
13,Pre,Control,FES,4,8
13,Pre,Control,FES,4,9
13,Pre,Control,FES,4,10
13,Pre,Control,FES,4,11
13,Pre,Control,FES,4,12
13,Pre,Control,FES,5,13
13,Pre,Control,FES,3,14
13,Pre,Control,FES,4,15
13,Pre,Control,FES,4,16
13,Pre,Control,FES,5,17
13,Pre,Control,FES,5,18
13,Pre,Control,FES,5,19
13,Pre,Control,FES,4,20
13,Pre,Control,FES,4,21
13,Pre,Control,FES,3,22
13,Pre,Control,FES,4,23
13,Pre,Control,FES,4,24
13,Pre,Control,FES,5,25
13,Pre,Control,FES,4,26
13,Pre,Control,FES,5,27
13,Pre,Control,FES,5,28
13,Pre,Control,FES,5,29
13,Pre,Control,FES,4,30
13,Pre,Control,FES,4,31
13,Pre,Control,FES,5,32
13,Pre,Control,FES,4,33
13,Pre,Control,FES,5,34
13,Pre,Control,SCS,3,1
13,Pre,Control,SCS,3,2
13,Pre,Control,SCS,3,3
13,Pre,Control,SCS,4,4
13,Pre,Control,SCS,5,5
13,Pre,Control,SCS,3,6
13,Pre,Control,SCS,3,7
13,Pre,Control,FPPS,3,1
13,Pre,Control,FPPS,4,2
13,Pre,Control,FPPS,3,3
13,Pre,Control,FPPS,3,4
13,Pre,Control,FPPS,3,5
13,Pre,Control,FPPS,4,6
13,Pre,Control,FPPS,4,7
13,Pre,Control,FPPS,4,8
13,Pre,Control,FPPS,4,9
13,Pre,Control,FPPS,4,10
13,Pre,Control,FPPS,4,11
13,Pre,Control,FPPS,3,12
13,Pre,Control,FPPS,4,13
13,Pre,Control,FPPS,4,14
13,Pre,Control,FPPS,4,15
13,Pre,Control,FPPS,3,16
13,Pre,Control,FPPS,4,17
13,Pre,Control,FPPS,4,18
13,Pre,Control,SEAS,4,1
13,Pre,Control,SEAS,4,2
13,Pre,Control,SEAS,4,3
13,Pre,Control,SEAS,4,4
13,Pre,Control,SEAS,4,5
13,Pre,Control,SEAS,5,6
13,Pre,Control,SEAS,5,7
13,Pre,Control,SEAS,4,8
13,Pre,Control,SEAS,4,9
13,Pre,Control,SEAS,5,10
14,Pre,Control,FACES,4,1
14,Pre,Control,FACES,5,2
14,Pre,Control,FACES,5,3
14,Pre,Control,FACES,5,4
14,Pre,Control,FACES,5,5
14,Pre,Control,FACES,4,6
14,Pre,Control,FACES,5,7
14,Pre,Control,AKS,5,1
14,Pre,Control,AKS,1,2
14,Pre,Control,AKS,1,3
14,Pre,Control,AKS,5,4
14,Pre,Control,AKS,1,5
14,Pre,Control,AKS,4,6
14,Pre,Control,AKS,1,7
14,Pre,Control,AKS,5,8
14,Pre,Control,AKS,1,9
14,Pre,Control,AKS,1,10
14,Pre,Control,AKS,1,11
14,Pre,Control,AKS,4,12
14,Pre,Control,AKS,5,13
14,Pre,Control,AKS,4,14
14,Pre,Control,AKS,1,15
14,Pre,Control,AKS,3,16
14,Pre,Control,AKS,4,17
14,Pre,Control,AKS,1,18
14,Pre,Control,AKS,1,19
14,Pre,Control,AKS,3,20
14,Pre,Control,AKS,4,21
14,Pre,Control,FES,5,1
14,Pre,Control,FES,5,2
14,Pre,Control,FES,5,3
14,Pre,Control,FES,5,4
14,Pre,Control,FES,5,5
14,Pre,Control,FES,5,6
14,Pre,Control,FES,4,7
14,Pre,Control,FES,2,8
14,Pre,Control,FES,4,9
14,Pre,Control,FES,5,10
14,Pre,Control,FES,5,11
14,Pre,Control,FES,5,12
14,Pre,Control,FES,5,13
14,Pre,Control,FES,5,14
14,Pre,Control,FES,5,15
14,Pre,Control,FES,5,16
14,Pre,Control,FES,5,17
14,Pre,Control,FES,5,18
14,Pre,Control,FES,5,19
14,Pre,Control,FES,5,20
14,Pre,Control,FES,5,21
14,Pre,Control,FES,5,22
14,Pre,Control,FES,5,23
14,Pre,Control,FES,5,24
14,Pre,Control,FES,5,25
14,Pre,Control,FES,4,26
14,Pre,Control,FES,4,27
14,Pre,Control,FES,5,28
14,Pre,Control,FES,5,29
14,Pre,Control,FES,5,30
14,Pre,Control,FES,5,31
14,Pre,Control,FES,5,32
14,Pre,Control,FES,5,33
14,Pre,Control,FES,5,34
14,Pre,Control,SCS,4,1
14,Pre,Control,SCS,4,2
14,Pre,Control,SCS,5,3
14,Pre,Control,SCS,3,4
14,Pre,Control,SCS,5,5
14,Pre,Control,SCS,2,6
14,Pre,Control,SCS,3,7
14,Pre,Control,FPPS,2,1
14,Pre,Control,FPPS,1,2
14,Pre,Control,FPPS,1,3
14,Pre,Control,FPPS,2,4
14,Pre,Control,FPPS,2,5
14,Pre,Control,FPPS,2,6
14,Pre,Control,FPPS,2,7
14,Pre,Control,FPPS,1,8
14,Pre,Control,FPPS,1,9
14,Pre,Control,FPPS,1,10
14,Pre,Control,FPPS,2,11
14,Pre,Control,FPPS,5,12
14,Pre,Control,FPPS,4,13
14,Pre,Control,FPPS,2,14
14,Pre,Control,FPPS,2,15
14,Pre,Control,FPPS,1,16
14,Pre,Control,FPPS,1,17
14,Pre,Control,FPPS,3,18
14,Pre,Control,SEAS,4,1
14,Pre,Control,SEAS,3,2
14,Pre,Control,SEAS,5,3
14,Pre,Control,SEAS,5,4
14,Pre,Control,SEAS,5,5
14,Pre,Control,SEAS,5,6
14,Pre,Control,SEAS,5,7
14,Pre,Control,SEAS,2,8
14,Pre,Control,SEAS,5,9
14,Pre,Control,SEAS,5,10
15,Pre,Control,FACES,1,1
15,Pre,Control,FACES,2,2
15,Pre,Control,FACES,3,3
15,Pre,Control,FACES,3,4
15,Pre,Control,FACES,3,5
15,Pre,Control,FACES,3,6
15,Pre,Control,FACES,4,7
15,Pre,Control,AKS,3,1
15,Pre,Control,AKS,1,2
15,Pre,Control,AKS,1,3
15,Pre,Control,AKS,4,4
15,Pre,Control,AKS,2,5
15,Pre,Control,AKS,4,6
15,Pre,Control,AKS,2,7
15,Pre,Control,AKS,4,8
15,Pre,Control,AKS,2,9
15,Pre,Control,AKS,3,10
15,Pre,Control,AKS,2,11
15,Pre,Control,AKS,4,12
15,Pre,Control,AKS,4,13
15,Pre,Control,AKS,3,14
15,Pre,Control,AKS,3,15
15,Pre,Control,AKS,3,16
15,Pre,Control,AKS,1,17
15,Pre,Control,AKS,3,18
15,Pre,Control,AKS,3,19
15,Pre,Control,AKS,3,20
15,Pre,Control,AKS,4,21
15,Pre,Control,FES,5,1
15,Pre,Control,FES,4,2
15,Pre,Control,FES,4,3
15,Pre,Control,FES,4,4
15,Pre,Control,FES,1,5
15,Pre,Control,FES,2,6
15,Pre,Control,FES,2,7
15,Pre,Control,FES,1,8
15,Pre,Control,FES,4,9
15,Pre,Control,FES,1,10
15,Pre,Control,FES,3,11
15,Pre,Control,FES,3,12
15,Pre,Control,FES,4,13
15,Pre,Control,FES,4,14
15,Pre,Control,FES,1,15
15,Pre,Control,FES,4,16
15,Pre,Control,FES,4,17
15,Pre,Control,FES,4,18
15,Pre,Control,FES,3,19
15,Pre,Control,FES,1,20
15,Pre,Control,FES,4,21
15,Pre,Control,FES,1,22
15,Pre,Control,FES,4,23
15,Pre,Control,FES,1,24
15,Pre,Control,FES,3,25
15,Pre,Control,FES,3,26
15,Pre,Control,FES,4,27
15,Pre,Control,FES,4,28
15,Pre,Control,FES,4,29
15,Pre,Control,FES,3,30
15,Pre,Control,FES,4,31
15,Pre,Control,FES,3,32
15,Pre,Control,FES,3,33
15,Pre,Control,FES,5,34
15,Pre,Control,SCS,3,1
15,Pre,Control,SCS,2,2
15,Pre,Control,SCS,2,3
15,Pre,Control,SCS,2,4
15,Pre,Control,SCS,5,5
15,Pre,Control,SCS,1,6
15,Pre,Control,SCS,4,7
15,Pre,Control,FPPS,2,1
15,Pre,Control,FPPS,2,2
15,Pre,Control,FPPS,2,3
15,Pre,Control,FPPS,2,4
15,Pre,Control,FPPS,2,5
15,Pre,Control,FPPS,4,6
15,Pre,Control,FPPS,4,7
15,Pre,Control,FPPS,3,8
15,Pre,Control,FPPS,4,9
15,Pre,Control,FPPS,4,10
15,Pre,Control,FPPS,4,11
15,Pre,Control,FPPS,4,12
15,Pre,Control,FPPS,4,13
15,Pre,Control,FPPS,4,14
15,Pre,Control,FPPS,4,15
15,Pre,Control,FPPS,3,16
15,Pre,Control,FPPS,4,17
15,Pre,Control,FPPS,4,18
15,Pre,Control,SEAS,2,1
15,Pre,Control,SEAS,1,2
15,Pre,Control,SEAS,2,3
15,Pre,Control,SEAS,2,4
15,Pre,Control,SEAS,3,5
15,Pre,Control,SEAS,3,6
15,Pre,Control,SEAS,4,7
15,Pre,Control,SEAS,3,8
15,Pre,Control,SEAS,2,9
15,Pre,Control,SEAS,2,10
17,Pre,Control,FACES,2,1
17,Pre,Control,FACES,4,2
17,Pre,Control,FACES,2,3
17,Pre,Control,FACES,4,4
17,Pre,Control,FACES,4,5
17,Pre,Control,FACES,4,6
17,Pre,Control,FACES,4,7
17,Pre,Control,AKS,5,1
17,Pre,Control,AKS,4,2
17,Pre,Control,AKS,1,3
17,Pre,Control,AKS,4,4
17,Pre,Control,AKS,1,5
17,Pre,Control,AKS,2,6
17,Pre,Control,AKS,2,7
17,Pre,Control,AKS,4,8
17,Pre,Control,AKS,1,9
17,Pre,Control,AKS,1,10
17,Pre,Control,AKS,1,11
17,Pre,Control,AKS,4,12
17,Pre,Control,AKS,4,13
17,Pre,Control,AKS,1,14
17,Pre,Control,AKS,3,15
17,Pre,Control,AKS,1,16
17,Pre,Control,AKS,4,17
17,Pre,Control,AKS,4,18
17,Pre,Control,AKS,4,19
17,Pre,Control,AKS,4,20
17,Pre,Control,AKS,4,21
17,Pre,Control,FES,5,1
17,Pre,Control,FES,5,2
17,Pre,Control,FES,5,3
17,Pre,Control,FES,5,4
17,Pre,Control,FES,3,5
17,Pre,Control,FES,4,6
17,Pre,Control,FES,3,7
17,Pre,Control,FES,1,8
17,Pre,Control,FES,3,9
17,Pre,Control,FES,1,10
17,Pre,Control,FES,2,11
17,Pre,Control,FES,4,12
17,Pre,Control,FES,2,13
17,Pre,Control,FES,1,14
17,Pre,Control,FES,2,15
17,Pre,Control,FES,3,16
17,Pre,Control,FES,4,17
17,Pre,Control,FES,5,18
17,Pre,Control,FES,4,19
17,Pre,Control,FES,2,20
17,Pre,Control,FES,3,21
17,Pre,Control,FES,1,22
17,Pre,Control,FES,3,23
17,Pre,Control,FES,3,24
17,Pre,Control,FES,4,25
17,Pre,Control,FES,4,26
17,Pre,Control,FES,3,27
17,Pre,Control,FES,3,28
17,Pre,Control,FES,3,29
17,Pre,Control,FES,2,30
17,Pre,Control,FES,2,31
17,Pre,Control,FES,3,32
17,Pre,Control,FES,4,33
17,Pre,Control,FES,4,34
17,Pre,Control,SCS,2,1
17,Pre,Control,SCS,3,2
17,Pre,Control,SCS,2,3
17,Pre,Control,SCS,2,4
17,Pre,Control,SCS,4,5
17,Pre,Control,SCS,1,6
17,Pre,Control,SCS,4,7
17,Pre,Control,FPPS,2,1
17,Pre,Control,FPPS,4,2
17,Pre,Control,FPPS,4,3
17,Pre,Control,FPPS,3,4
17,Pre,Control,FPPS,4,5
17,Pre,Control,FPPS,4,6
17,Pre,Control,FPPS,4,7
17,Pre,Control,FPPS,2,8
17,Pre,Control,FPPS,4,9
17,Pre,Control,FPPS,4,10
17,Pre,Control,FPPS,4,11
17,Pre,Control,FPPS,4,12
17,Pre,Control,FPPS,4,13
17,Pre,Control,FPPS,4,14
17,Pre,Control,FPPS,4,15
17,Pre,Control,FPPS,4,16
17,Pre,Control,FPPS,4,17
17,Pre,Control,FPPS,4,18
17,Pre,Control,SEAS,2,1
17,Pre,Control,SEAS,1,2
17,Pre,Control,SEAS,2,3
17,Pre,Control,SEAS,3,4
17,Pre,Control,SEAS,4,5
17,Pre,Control,SEAS,4,6
17,Pre,Control,SEAS,4,7
17,Pre,Control,SEAS,4,8
17,Pre,Control,SEAS,4,9
17,Pre,Control,SEAS,4,10
18,Pre,Control,FACES,1,1
18,Pre,Control,FACES,2,2
18,Pre,Control,FACES,2,3
18,Pre,Control,FACES,3,4
18,Pre,Control,FACES,3,5
18,Pre,Control,FACES,3,6
18,Pre,Control,FACES,2,7
18,Pre,Control,AKS,5,1
18,Pre,Control,AKS,1,2
18,Pre,Control,AKS,1,3
18,Pre,Control,AKS,5,4
18,Pre,Control,AKS,1,5
18,Pre,Control,AKS,3,6
18,Pre,Control,AKS,4,7
18,Pre,Control,AKS,4,8
18,Pre,Control,AKS,1,9
18,Pre,Control,AKS,3,10
18,Pre,Control,AKS,1,11
18,Pre,Control,AKS,4,12
18,Pre,Control,AKS,3,13
18,Pre,Control,AKS,3,14
18,Pre,Control,AKS,3,15
18,Pre,Control,AKS,2,16
18,Pre,Control,AKS,3,17
18,Pre,Control,AKS,2,18
18,Pre,Control,AKS,3,19
18,Pre,Control,AKS,4,20
18,Pre,Control,AKS,3,21
18,Pre,Control,FES,4,1
18,Pre,Control,FES,3,2
18,Pre,Control,FES,5,3
18,Pre,Control,FES,3,4
18,Pre,Control,FES,2,5
18,Pre,Control,FES,2,6
18,Pre,Control,FES,2,7
18,Pre,Control,FES,1,8
18,Pre,Control,FES,1,9
18,Pre,Control,FES,1,10
18,Pre,Control,FES,3,11
18,Pre,Control,FES,3,12
18,Pre,Control,FES,3,13
18,Pre,Control,FES,1,14
18,Pre,Control,FES,3,15
18,Pre,Control,FES,3,16
18,Pre,Control,FES,3,17
18,Pre,Control,FES,5,18
18,Pre,Control,FES,2,19
18,Pre,Control,FES,1,20
18,Pre,Control,FES,3,21
18,Pre,Control,FES,1,22
18,Pre,Control,FES,3,23
18,Pre,Control,FES,1,24
18,Pre,Control,FES,5,25
18,Pre,Control,FES,2,26
18,Pre,Control,FES,3,27
18,Pre,Control,FES,3,28
18,Pre,Control,FES,4.4,29
18,Pre,Control,FES,3.6,30
18,Pre,Control,FES,3,31
18,Pre,Control,FES,4,32
18,Pre,Control,FES,2,33
18,Pre,Control,FES,2,34
18,Pre,Control,SEAS,5,1
18,Pre,Control,SEAS,5,2
18,Pre,Control,SEAS,5,3
18,Pre,Control,SEAS,5,4
18,Pre,Control,SEAS,5,5
18,Pre,Control,SEAS,5,6
18,Pre,Control,SEAS,4,7
18,Pre,Control,SEAS,4,8
18,Pre,Control,SEAS,5,9
18,Pre,Control,SEAS,4,10
19,Pre,Control,FACES,5,1
19,Pre,Control,FACES,5,2
19,Pre,Control,FACES,4,3
19,Pre,Control,FACES,3,4
19,Pre,Control,FACES,2,5
19,Pre,Control,FACES,4,6
19,Pre,Control,FACES,4,7
19,Pre,Control,AKS,5,1
19,Pre,Control,AKS,2,2
19,Pre,Control,AKS,1,3
19,Pre,Control,AKS,5,4
19,Pre,Control,AKS,1,5
19,Pre,Control,AKS,4,6
19,Pre,Control,AKS,1,7
19,Pre,Control,AKS,4,8
19,Pre,Control,AKS,2,9
19,Pre,Control,AKS,2,10
19,Pre,Control,AKS,2,11
19,Pre,Control,AKS,3,12
19,Pre,Control,AKS,5,13
19,Pre,Control,AKS,3,14
19,Pre,Control,AKS,1,15
19,Pre,Control,AKS,1,16
19,Pre,Control,AKS,4,17
19,Pre,Control,AKS,1,18
19,Pre,Control,AKS,2,19
19,Pre,Control,AKS,5,20
19,Pre,Control,AKS,5,21
19,Pre,Control,FES,5,1
19,Pre,Control,FES,4,2
19,Pre,Control,FES,4,3
19,Pre,Control,FES,4,4
19,Pre,Control,FES,5,5
19,Pre,Control,FES,5,6
19,Pre,Control,FES,4,7
19,Pre,Control,FES,3,8
19,Pre,Control,FES,3,9
19,Pre,Control,FES,4,10
19,Pre,Control,FES,3,11
19,Pre,Control,FES,3,12
19,Pre,Control,FES,5,13
19,Pre,Control,FES,5,14
19,Pre,Control,FES,5,15
19,Pre,Control,FES,4,16
19,Pre,Control,FES,4,17
19,Pre,Control,FES,5,18
19,Pre,Control,FES,5,19
19,Pre,Control,FES,4,20
19,Pre,Control,FES,3,21
19,Pre,Control,FES,4,22
19,Pre,Control,FES,5,23
19,Pre,Control,FES,5,24
19,Pre,Control,FES,5,25
19,Pre,Control,FES,4,26
19,Pre,Control,FES,5,27
19,Pre,Control,FES,5,28
19,Pre,Control,FES,5,29
19,Pre,Control,FES,4,30
19,Pre,Control,FES,5,31
19,Pre,Control,FES,5,32
19,Pre,Control,FES,4,33
19,Pre,Control,FES,5,34
19,Pre,Control,SEAS,3,1
19,Pre,Control,SEAS,1,2
19,Pre,Control,SEAS,3,3
19,Pre,Control,SEAS,2,4
19,Pre,Control,SEAS,3,5
19,Pre,Control,SEAS,3,6
19,Pre,Control,SEAS,3,7
19,Pre,Control,SEAS,3,8
19,Pre,Control,SEAS,3,9
19,Pre,Control,SEAS,2,10
1,Post,Experimental,FACES,5,1
1,Post,Experimental,FACES,5,2
1,Post,Experimental,FACES,5,3
1,Post,Experimental,FACES,5,4
1,Post,Experimental,FACES,5,5
1,Post,Experimental,FACES,4,6
1,Post,Experimental,FACES,5,7
1,Post,Experimental,AKS,5,1
1,Post,Experimental,AKS,1,2
1,Post,Experimental,AKS,1,3
1,Post,Experimental,AKS,5,4
1,Post,Experimental,AKS,1,5
1,Post,Experimental,AKS,5,6
1,Post,Experimental,AKS,1,7
1,Post,Experimental,AKS,5,8
1,Post,Experimental,AKS,1,9
1,Post,Experimental,AKS,1,10
1,Post,Experimental,AKS,5,11
1,Post,Experimental,AKS,1,12
1,Post,Experimental,AKS,5,13
1,Post,Experimental,AKS,1,14
1,Post,Experimental,AKS,4,15
1,Post,Experimental,AKS,1,16
1,Post,Experimental,AKS,5,17
1,Post,Experimental,AKS,1,18
1,Post,Experimental,AKS,4,19
1,Post,Experimental,AKS,5,20
1,Post,Experimental,AKS,5,21
1,Post,Experimental,FES,5,1
1,Post,Experimental,FES,5,2
1,Post,Experimental,FES,5,3
1,Post,Experimental,FES,4,4
1,Post,Experimental,FES,5,5
1,Post,Experimental,FES,5,6
1,Post,Experimental,FES,4,7
1,Post,Experimental,FES,5,8
1,Post,Experimental,FES,5,9
1,Post,Experimental,FES,4,10
1,Post,Experimental,FES,5,11
1,Post,Experimental,FES,5,12
1,Post,Experimental,FES,5,13
1,Post,Experimental,FES,5,14
1,Post,Experimental,FES,5,15
1,Post,Experimental,FES,5,16
1,Post,Experimental,FES,5,17
1,Post,Experimental,FES,5,18
1,Post,Experimental,FES,5,19
1,Post,Experimental,FES,5,20
1,Post,Experimental,FES,4,21
1,Post,Experimental,FES,3,22
1,Post,Experimental,FES,5,23
1,Post,Experimental,FES,4,24
1,Post,Experimental,FES,5,25
1,Post,Experimental,FES,5,26
1,Post,Experimental,FES,5,27
1,Post,Experimental,FES,5,28
1,Post,Experimental,FES,5,29
1,Post,Experimental,FES,5,30
1,Post,Experimental,FES,5,31
1,Post,Experimental,FES,5,32
1,Post,Experimental,FES,5,33
1,Post,Experimental,FES,5,34
1,Post,Experimental,SCS,5,1
1,Post,Experimental,SCS,5,2
1,Post,Experimental,SCS,5,3
1,Post,Experimental,SCS,4,4
1,Post,Experimental,SCS,5,5
1,Post,Experimental,SCS,4,6
1,Post,Experimental,SCS,5,7
1,Post,Experimental,FPPS,5,1
1,Post,Experimental,FPPS,5,2
1,Post,Experimental,FPPS,5,3
1,Post,Experimental,FPPS,5,4
1,Post,Experimental,FPPS,5,5
1,Post,Experimental,FPPS,5,6
1,Post,Experimental,FPPS,5,7
1,Post,Experimental,FPPS,5,8
1,Post,Experimental,FPPS,5,9
1,Post,Experimental,FPPS,5,10
1,Post,Experimental,FPPS,5,11
1,Post,Experimental,FPPS,5,12
1,Post,Experimental,FPPS,5,13
1,Post,Experimental,FPPS,5,14
1,Post,Experimental,FPPS,5,15
1,Post,Experimental,FPPS,5,16
1,Post,Experimental,FPPS,5,17
1,Post,Experimental,FPPS,5,18
1,Post,Experimental,SEAS,5,1
1,Post,Experimental,SEAS,4,2
1,Post,Experimental,SEAS,5,3
1,Post,Experimental,SEAS,5,4
1,Post,Experimental,SEAS,5,5
1,Post,Experimental,SEAS,5,6
1,Post,Experimental,SEAS,5,7
1,Post,Experimental,SEAS,5,8
1,Post,Experimental,SEAS,5,9
1,Post,Experimental,SEAS,5,10
2,Post,Experimental,FACES,4,1
2,Post,Experimental,FACES,4,2
2,Post,Experimental,FACES,5,3
2,Post,Experimental,FACES,4,4
2,Post,Experimental,FACES,4,5
2,Post,Experimental,FACES,4,6
